Google,https://th.bing.com/th/id/R.5596dfa8ee27786ec7b4047fca4bea64?rik=ZiwakVCgGu3PIw&pid=ImgRaw&r=0,Technology,https://www.google.com,"Software, WebDev, Cloud, MachineLearning, HealthCare","Multinational technology company specializing in internet-related services and products, known for its search engine, online advertising technologies, and diverse portfolio."
Yahoo,https://th.bing.com/th/id/R.e84d76c4d535de0c76240a15b599215c?rik=%2bcifFMoVtPYcQg&riu=http%3a%2f%2ficons.iconarchive.com%2ficons%2fmartz90%2fcircle%2f512%2fyahoo-icon.png&ehk=cxOFjYFuDUcZorwHC0QzQtpVj4Hq1zKlnWQQxLtFNhQ%3d&risl=&pid=ImgRaw&r=0,Technology,https://www.yahoo.com,"WebDev, DataAnalysis, Cloud, MusicProduction, Photography","Web services provider offering a range of products, including search engines, email services, and news, serving as a prominent internet portal and digital media company."
Raytheon,https://th.bing.com/th/id/OIP.cr-C40kdkWbTdXugSwv_ZgHaHd?rs=1&pid=ImgDetMain,Defense,https://www.rtx.com,"Software, Consulting, Cloud, GameDev, HealthCare","Defense contractor and industrial corporation, primarily focused on defense and cybersecurity solutions."
Boeing,https://www.pngplay.com/wp-content/uploads/3/Boeing-Logo-Background-PNG-Image.png,Aviation,https://www.boeing.com,"Software, WebDev, Cloud, GameDev, Animation","Aerospace company producing commercial airplanes, defense, and space products, with a significant impact on global aviation."
HubSpot,https://th.bing.com/th/id/OIP.roj3cWs96RejnM9fXlLmVQHaIH?rs=1&pid=ImgDetMain,Marketing,https://www.hubspot.com,"Marketing, Consulting, Cloud, UIUX, EventManagement","Inbound marketing, sales, and customer service platform providing tools for businesses to attract, engage, and delight customers."
Apple,https://th.bing.com/th/id/R.66dacd13d1a786cad40e9197159da06a?rik=BldOAxOEicVH%2bw&riu=http%3a%2f%2flogos-download.com%2fwp-content%2fuploads%2f2017%2f07%2fApple_logo_black.png&ehk=dOqdt5GR5Bk0d646HmWvFDgSaTN%2bi3hyx8GMv0B2Kd0%3d&risl=&pid=ImgRaw&r=0,Technology,https://www.apple.com,"Software, WebDev, UIUX, Advertising, MusicProduction","Consumer electronics and technology company renowned for its iPhones, iPads, Macs, and software ecosystem."
Microsoft,https://th.bing.com/th/id/OIP.PWoq1WvDQDxc_MPv4Jt0GwHaHa?rs=1&pid=ImgDetMain,Technology,https://www.microsoft.com,"Software, WebDev, Cloud, GameDev, Animation","Leading technology company producing software, hardware, and providing services, with flagship products like Windows, Office, and Azure."
Uber,https://th.bing.com/th/id/OIP.FQS5CZRNcXfAWB6Fxa4HOQHaHa?rs=1&pid=ImgDetMain,Technology,https://www.uber.com,"Software, Consulting, Cloud, MachineLearning, HealthCare",Transportation network company offering ride-hailing services globally through a mobile app.
Tesla,https://th.bing.com/th/id/OIP.rS3gmZ8fFgJvytR-Vrt7PAHaHl?rs=1&pid=ImgDetMain,Automotive,https://www.tesla.com,"Software, WebDev, Cloud, Advertising, HealthCare","Electric vehicle and clean energy company, known for its electric cars, solar products, and energy storage solutions."
BCG,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAsJCQcJCQcJCQkJCwkJCQkJCQsJCwsMCwsLDA0QDBEODQ4MEhkSJRodJR0ZHxwpKRYlNzU2GioyPi0pMBk7IRP/2wBDAQcICAsJCxULCxUsHRkdLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCz/wAARCAC0AK0DASIAAhEBAxEB/8QAGwABAQADAQEBAAAAAAAAAAAAAAEFBgcEAwL/xABJEAACAgECAwMFCgoHCQAAAAABAgADBAURBhIhMUFRExRhcYEWIjI0VXKRlKGxBzNCUlRic7LS0xUXIyQ1gpN1g5Kio6SzwdH/xAAaAQEAAwEBAQAAAAAAAAAAAAAAAQIEBQMG/8QAKBEBAAICAQQBAwQDAAAAAAAAAAECAxEEBRIhMUETMqEUI1KBYXHR/9oADAMBAAIRAxEAPwDXokllHxpESQLEkQLEksBEkQLEkQLEkQLEkQLESQLEksBJLJASyRAskRAsSRASyRAREQLJEQLEkQLJEQLEkQLEkQLJEQEskQLJEQEREBLJEBERAREQEREBERAskRASyRAskRASyRAskRAsSRASyRAREQLJG48RECxJECyRG48R9MCxJECxJECyREBLJED8uSEsI7QrEesCdZx+DeEnox3bTyWempmPnWWNyVBJ6WTk1n4u35j/AHGd5xfiuJ+wp/cWTDq9Ox0vNu6NsJ7i+EPk8/Wsz+ZHuL4Q+Tz9azP5kx3E/FOq6LqNWJi04b1viVZBOQlrPzs9iEApYo26DumD/rA4g/RdL/0sj+dJ8NV8vFx2mtqxuP8ADP5vAWhXI3mT5OHbt70ixr6t/wBZLiW29TCc/wBU0vP0fKfFzUAYDnrsQk1XV9nOjH7R3faen8M8RLr1GR5SlacvFZBeiMWrZLN+WxC3XY7EEd23fvPfqej6bq/mQzqvKLiZIyUXps5CkGt/FD0JHfsPa0ZOJiz078XhzfQuEdR1ha8q5zh6ewDJYyb35C+NKN0C+DH2A9s3nE4P4VxFX+4JkOO2zOZr2Y+PK/vPoUTOu9VNb2OyJXWhd3chURFG5ZiegAmjapx8qWNVpOMlqqSPOcvnCP6UpUhtvAlh6o1ELRi4/FrE39tqfQOG3XlbSNNI9GLSPtC7zCajwLoGQjvhmzAtAJDVsbKOn59Vp7PUwmtV8ecRo29iYFq96mmxOnoZbN/vnp1jjX+kdJOJjUWY2Tkk1ZhLhkWjb3wqcbH3/YdwNhv47x4eduTxclZ3H4adai12WotiWqjui2VhuSwKSA68wB2PaOk9+j6Jqet3NVhooqrIGRk3bimnfrt06lvAD27DrPjpun5Gq5+Jp+OeV8hzz2bbimlPfWWkegdnpIHfOz4GBh6biY+HiViuileVR+Ux7S7nvY9pMiIYuJxPrz3W9NewOBeHcVVOWtufdsOZslitW/6tNZC7eveZldB4cVeRdI00L2beaUH7Su8xeu8XafpDti01nKzl+HWr8lVO43HlX2PX0Aevbfrqjce8Rs/Mtenov5gpsYe0mzeT4h0bZuNgns1+G4ZnBvC2WrcuEMWw9lmCxpIPzBvWfas5xrukLouecIZaZP8AZraCF5bK1bfZbVG45u/oezrsN5teJ+EFTTeM7B5charGpbGYmm2wD3qOrnmUHx3P/wB0TJyMjLyMjKyH578ixrbW8WY79B4dwHo9EiWHmZMF6xOOPL5xJEhzFkiICWSIH5s/F2/Mf7jO84vxXE/YU/uLODWfi7fmP9xnecX4rifsKf3Fkw7HTPdv6aZxZw7rmranTk4NND0phVUE2XrWedbLGPvSD4ia97ieLP0bE+tp/DOk5ut6Jp1y0ZubTRc1a2hLOfcoxKhveg+Bnl91XCvyrjf9T+GTpoycXj2vNrW8/wC3l4U4du0OjLsyrK7M3Mavyop3NVVdYPLWrMASepJOw+zc7LPFg6tpGpc4wc2jIZOrrW/v1HZuUOzbeye2S24q0pSK09NC4/1S1Bh6RUxVLq/O8vY/DUOVqQ7d24JPqE5/Nt49qdNaotO/JdgU8h7t63sVh9x9s1KUl87zbTbNbfwREbjtPZ3wyN//AAeYQ5dW1Jh74vXgUnwVALrNvWSo/wAs2rX9RbStJz81NvLV1ivH32I8tawrQ7HwJ3Pqnk4PxGxOH9LDry2ZCPmuD2/3hzYu/wDl5Z8ON6rLdAyWXsoyMW5/mB+Qn7RLfD6THWcXF8e9OUszOzu7MzuzO7OSWZmO5Zieu575CQoJJ2ABJPoibDwpp2FmaiuVqF2NVh4DLaEyLa084yd90XlcjdV+EfYPHar5/HScl4rHy+KcJ8W2JXYumMFsVXXnyMVG2YbjmVrNwfQRP17j+MPkz/usT+ZOqf0lpHyhg/Waf4p6KrqL0FtFtdtbFgr1OroSDsdmUkdOwy2odmOnYZ9Wn8f8cYz9C1zS6q78/E8jVZZ5FG8rRZu/KX22rYnsBmOnS/wguo0nAr6cz6ijKPQlFu/3iczlZcvlYa4cnZVZIiGYlklgfiz8Xb8x/uM7zi/FcT9hT+4s4Nb+Lt+Y/wBxnecX4rifsKf3Fkw7HTPdv6c14+/xrG/2bj/+a6al1nbMzRdD1C0X5un4uRcEWsWXV8zBFJIXfw6n6Z5/cvwp8j4H+iJOls3T75Mk3ifbmPDXnZ4g0QYnN5UZIa3l36Y2x8sX/V239u3fOziePC0zStOD+Y4WNjc+3OaK1Rn27AzDqfpmO4h4ixdDx+nJbn2beb4xbYkb7Gy0jqF7dunU/YiNNWDFHFxz3ycTaENbwQlZVczGZrcR2JCkkbNW5Hc3T1EA92x5JkY+Th32Y2VS9GRWdnqtHKw9I7iPAjcTsuj63putY4txbALFUeXx3IF1LeDKO7wI6H7B6cvT9N1BBXm4mPkIPgi+tX5d+9SRuPYYmNqcji05P7lJ8uGek9njM5w7w7la7kVu6MmlVuDk3kEC4KdzTQe8nsYjoB6ek6PVwrwpU4sTSMQsDuPKK1ig/NsJX7JmFVEVVVVVFGwCgBVUdwA6bSNPDD07ttvJO1VVRVVQFVQFUKNgABsABPnkUU5VF+Negem+p6bVP5SOOUiaPxTxcnJZp2j3kuTy5ObQ2wQA/Aocdp8W7O4b77rleG+KsbVa68XMdKdTVQpU7KmVt+XT3bnvX6Nx2Wbo5OK1/pbc/wBb0PO0PJaq9WfFdj5rlbf2dq9ysewOO8e0biYrYHuE71bVTej1XVpZW42dLVDow8GVukwrcJcJO5c6TjA777L5RE/4FYL9krpgy9N3beOfDlWm6Zm6vlJh4NYZyR5a0rvVjIe2y1h06dw7T2ers+n4ONpuFh4OONqcWpal37W26lm27ydyfXPpjYmHh1LRiY9OPSp6V0VrWm/jsoHWa9xLxTjaVXZi4bpbqbgqANmTF3/Lt7ubwX2np2zEaacOGnEpN7T5axx1qSZepUYNTBq9OrYWEbEecXbMw3H5oCj1kjumpSszuzO7MzuzO7MSWZmO5Zie898kq4WbJOW83n5JJZIeRERAEBgwPYQQfUZsacacUoqIuRjhUVVUebV9ijYTXIhemS+P7J02T3bcVfpGP9Vrj3bcVfpGP9VrmtxG3p+pzfyln7uMOK7kZPPhWGGxNFFNbexuUsPYRMHZZbc722u9lrtzO9jM7u3izNuTPxEPO+S9/unb6U3ZGPYl2PbZTch3Syp2R19TL1myYvHPEmOoW04uUAAAciorZ0/WpKj7Jq8RtbHmvj+ydNyb8IOskbJg4Ct4sb3H0cw++YPUeIte1RWrystxQ3bRQBTSR27MqdSPWTMTEbWvyct41axHh6Oo9YiIeDP4PF3EuAq1jKGRUvQJmp5XYeHlARZ/zTKf1haxt8Qwebx5r9vo5v8A3NMiNtFeVmrGos2DP4v4lzlavzlMaphsyYKGon/eEmz6GEwHU7nvJJO/eTJEPK+S+Sd3nZERChERASySwEkskBEsQJLJLAkREBEskBEsQJEskCySxAksRASSyQERLAkSyQEREBESwJERAREQEREBERARLJAREsCRLJAREsCRLJARLECREsCREQESyQESxAkSyQESxAkSxAkSyQPzufRLuYiFjcxuYiA3MbmIgNzG5iIDcxuYiA3MbmIgNzG5iIDcxuYiA3MbmIgNzG5iIDcxvEQP/9k=",Consulting,https://www.bcg.com,"Consulting, Marketing, BusinessWriting, Sales, Leadership",Global management consulting firm providing advisory services to businesses and organizations.
